Vietnam;Ireland;16
Paraguay;SierraLeone;1
Zimbabwe;SouthSudan;4
CzechRepublic;Estonia;30
Paraguay;Iraq;1
Mozambique;Bangladesh;5
Chile;Cuba;18
Peru;SierraLeone;6
UnitedKingdom;Belarus;3
Mexico;Mozambique;1
France;Monaco;3
HongKong;Chad;8
Australia;Portugal;102
NewZealand;Ireland;71
SouthAfrica;Uzbekistan;2
Congo-Kinshasa;Zimbabwe;10
Nigeria;Uruguay;7
Morocco;Laos;1
Barbados;Nigeria;2
Liberia;Belgium;4
Guatemala;Congo-Kinshasa;4
Brunei;France;1
UnitedKingdom;Austria;129
Greenland;Switzerland;1
Côted’Ivoire;Lebanon;1
Mauritius;NewZealand;19
SouthAfrica;Tanzania;20
Thailand;Uruguay;18
Vietnam;Spain;21
Morocco;Mongolia;1
Colombia;Madagascar;5
Grenada;Germany;5
Cameroon;Nicaragua;5
Bulgaria;Cyprus;17
Greece;Hungary;83
Norway;Bolivia;13
UnitedArabEmirates;Taiwan;5
Mexico;Poland;42
SaudiArabia;India;23
Taiwan;Zimbabwe;2
CzechRepublic;Portugal;70
Sweden;UnitedKingdom;265
Morocco;Iraq;1
India;HongKong;15
Mexico;Morocco;1
Senegal;Kazakhstan;1
Luxembourg;Mauritius;19
Japan;Russia;94
Congo-Kinshasa;Uzbekistan;1
Mozambique;SintMaarten;4
Croatia;Malaysia;23
Brunei;Singapore;3
Côted’Ivoire;Laos;1
Argentina;Switzerland;62
Jordan;Sweden;21
SouthAfrica;Austria;54
Belgium;China;163
Japan;Congo-Kinshasa;3
Malta;Slovakia;7
Israel;Spain;73
Cyprus;SouthAfrica;39
Israel;Iran;35
Malawi;Uganda;23
Australia;Cuba;22
Colombia;Cyprus;2
FalklandIslands;Norway;18
Jordan;UnitedKingdom;56
Chad;Kazakhstan;1
Iraq;PalestinianTerritories;8
France;Ireland;199
Chile;Jamaica;2
Mexico;Bermuda;2
Sweden;Qatar;2
Netherlands;Switzerland;130
Belgium;Peru;8
Lesotho;Madagascar;5
Mexico;NewZealand;56
Israel;Moldova;6
St.Vincent&Grenadines;Guatemala;5
NewZealand;Spain;157
Ghana;Togo;6
Egypt;Indonesia;11
Germany;Romania;96
China;Finland;82
Mauritius;Nigeria;1
EuropeanUnion;Egypt;4
Norway;Nigeria;15
France;Italy;380
Jersey;Australia;2
Bangladesh;Ecuador;4
Austria;Croatia;11
Congo-Kinshasa;Georgia;1
Kenya;Ukraine;10
FalklandIslands;India;21
Tanzania;Canada;10
Chile;Greece;28
Ethiopia;Oman;7
CzechRepublic;Malaysia;27
Egypt;SouthKorea;10
Greece;Mongolia;2
Nigeria;UnitedArabEmirates;3
Romania;Cyprus;2
Germany;Congo-Brazzaville;4
Senegal;Liberia;1
Italy;Japan;157
Vietnam;Denmark;15
Zimbabwe;Togo;6
Malta;Spain;7
UnitedKingdom;St.Lucia;5
Bolivia;Philippines;5
Paraguay;UnitedArabEmirates;1
France;Gibraltar;1
Bolivia;Colombia;22
Jordan;Azerbaijan;1
Uzbekistan;Indonesia;1
Israel;BurkinaFaso;4
Vietnam;Monaco;4
Ethiopia;Zimbabwe;15
Egypt;Slovakia;13
Nepal;Guatemala;16
SierraLeone;Kazakhstan;1
Lesotho;Sudan;5
Austria;Barbados;1
SouthAfrica;UnitedStates;144
Ecuador;Iraq;5
Argentina;India;93
UnitedKingdom;Monaco;13
FaroeIslands;Côted’Ivoire;1
Japan;Uruguay;35
UnitedKingdom;🇸🇺;9
Germany;Malaysia;122
Algeria;Kyrgyzstan;1
Hungary;Uruguay;34
China;Chad;8
Nepal;Italy;35
Romania;Trinidad&Tobago;16
Pakistan;Tanzania;14
Afghanistan;India;1
Guinea;Kyrgyzstan;1
Greenland;UnitedKingdom;1
BurkinaFaso;Germany;10
Spain;ElSalvador;5
Algeria;Kazakhstan;1
UnitedKingdom;PalestinianTerritories;3
Ireland;SintMaarten;1
Canada;Canada;3
India;Cambodia;1
Greece;Taiwan;21
Australia;Cameroon;7
Norway;Zimbabwe;6
Bangladesh;Sweden;6
Belgium;Malta;8
UnitedKingdom;FaroeIslands;2
SouthKorea;Côted’Ivoire;11
Cameroon;Ecuador;5
Lebanon;Ukraine;6
Cameroon;Somalia;5
Sweden;Portugal;88
Iceland;Pakistan;7
Qatar;UnitedKingdom;7
Spain;HongKong;27
Brazil;Switzerland;101
Malaysia;Myanmar;3
Serbia;Chile;6
Greece;PuertoRico;14
Malawi;Tanzania;19
Cuba;Malawi;5
Peru;Morocco;1
Japan;Seychelles;7
UnitedKingdom;Grenada;5
Pakistan;Estonia;6
Belgium;Sweden;71
Latvia;Mauritius;1
UnitedKingdom;St.Helena;4
Eritrea;Switzerland;7
Zambia;Laos;1
Australia;Monaco;5
Afghanistan;ElSalvador;5
SouthKorea;SriLanka;3
Germany;Greece;252
Brazil;Russia;102
Iceland;Italy;10
Denmark;Peru;7
Malta;Switzerland;1
Yemen;Mongolia;6
Argentina;UnitedStates;126
Antarctica;Italy;22
EuropeanUnion;Nepal;2
Denmark;Senegal;2
Algeria;Finland;9
Panama;Poland;36
India;Pakistan;90
Congo-Kinshasa;Kyrgyzstan;1
Finland;Zimbabwe;14
Myanmar;Ecuador;9
Brazil;BurkinaFaso;4
IsleofMan;Germany;2
UnitedStates;PuertoRico;14
Jersey;Slovakia;2
SouthSudan;Bolivia;4
Egypt;Bermuda;3
SriLanka;Slovenia;3
Mexico;SaudiArabia;2
India;Australia;173
Indonesia;Kuwait;1
Ecuador;Turkey;16
Singapore;Pakistan;16
Trinidad&Tobago;Zambia;1
Cameroon;Gibraltar;1
Monaco;Japan;2
Peru;Venezuela;5
India;Monaco;7
Vanuatu;Kenya;4
Finland;Romania;33
IsleofMan;Australia;2
Chile;Colombia;52
Iran;Malawi;6
Kenya;Uganda;30
Jordan;Malaysia;18
Greece;SouthAfrica;69
NewZealand;EuropeanUnion;22
Algeria;Poland;1
Honduras;Nepal;4
Indonesia;Oman;8
CzechRepublic;Poland;58
Syria;Mongolia;5
Jordan;Kuwait;11
Georgia;Azerbaijan;1
Nicaragua;Peru;6
Mauritius;Norway;19
Indonesia;Libya;1
UnitedArabEmirates;Ukraine;2
France;FaroeIslands;2
Nepal;Vanuatu;4
Netherlands;Seychelles;7
Liberia;Netherlands;10
China;Slovenia;41
Peru;Sudan;6
Malaysia;Barbados;2
UnitedKingdom;Togo;6
Kuwait;Lebanon;1
Croatia;🇪;9
Turkey;SintMaarten;6
Kyrgyzstan;India;1
Kenya;Philippines;15
Austria;Estonia;18
Colombia;Yemen;5
Finland;Italy;108
Malta;Norway;7
Chad;Honduras;4
Canada;Samoa;6
Nepal;Congo-Kinshasa;4
Denmark;Bahrain;1
Canada;Brunei;1
Paraguay;Kyrgyzstan;1
St.Lucia;Panama;5
Somalia;Philippines;6
Libya;Nepal;1
HongKong;Gibraltar;2
Jersey;Canada;3
SaudiArabia;Bermuda;3
China;Spain;252
Luxembourg;Panama;36
Senegal;Yemen;1
Jamaica;Japan;6
NorthKorea;Eritrea;7
Finland;Georgia;3
Italy;Libya;2
SaudiArabia;Dominica;2
Hungary;Jamaica;1
NewZealand;SouthAfrica;69
Romania;Qatar;2
HongKong;Monaco;2
Egypt;Venezuela;20
Indonesia;Tanzania;7
Argentina;SouthAfrica;57
UnitedKingdom;Jamaica;13
Luxembourg;Netherlands;13
Senegal;Congo-Kinshasa;1
Ghana;Uganda;26
Indonesia;Malawi;6
France;Romania;92
Poland;Philippines;12
Afghanistan;UnitedStates;1
Taiwan;Netherlands;12
Kenya;Somalia;5
Bangladesh;Bahrain;3
Bolivia;ElSalvador;5
Russia;Kyrgyzstan;1
Lithuania;Switzerland;7
Iran;Panama;36
Bahrain;Gibraltar;3
Belgium;Niger;8
UnitedKingdom;Moldova;40
Barbados;SouthAfrica;2
Jamaica;Niger;1
Nepal;Mozambique;4
Chile;Luxembourg;34
Nepal;UnitedKingdom;36
Iran;Bermuda;1
Greenland;Ukraine;1
Iraq;Indonesia;5
Latvia;UnitedKingdom;5
Iran;Monaco;6
Denmark;Japan;65
Belize;Ecuador;5
Germany;Belarus;3
Trinidad&Tobago;Thailand;15
France;Philippines;15
Ireland;Tanzania;4
Romania;Bermuda;2
BurkinaFaso;Lesotho;5
Guinea;Pakistan;1
Germany;Morocco;11
Liberia;Namibia;1
Nicaragua;SintMaarten;4
Iran;Zimbabwe;3
Italy;Russia;140
France;Slovakia;56
Denmark;Russia;84
Ireland;Bangladesh;2
Ecuador;Lesotho;5
India;Nigeria;37
Côted’Ivoire;Kazakhstan;3
Italy;Hungary;92
UnitedKingdom;Heard&McDonaldIslands;3
St.Lucia;Germany;5
Greece;Netherlands;143
Argentina;Greenland;7
Tanzania;China;21
Hungary;Iran;38
CostaRica;Luxembourg;8
Trinidad&Tobago;UnitedArabEmirates;1
SouthAfrica;HongKong;13
Portugal;Libya;2
Ethiopia;Nepal;39
Brazil;Rwanda;13
Croatia;Hungary;20
India;Nepal;44
Namibia;Taiwan;2
Latvia;Norway;1
Colombia;Italy;58
Iran;Venezuela;20
St.Vincent&Grenadines;Nicaragua;5
Chile;Taiwan;29
Ghana;Malawi;19
Mexico;Norway;49
France;Russia;160
Norway;Uruguay;26
Cyprus;🇸🇺;9
Poland;Jordan;8
India;Switzerland;148
China;Mexico;107
Indonesia;Lithuania;1
Italy;Niger;10
Bulgaria;Italy;39
Sudan;Cambodia;1
Hungary;Luxembourg;32
Guernsey;Bahrain;2
Spain;Ethiopia;42
Senegal;India;1
NewZealand;Qatar;6
Canada;Ireland;129
Swaziland;Cameroon;6
Cyprus;Norway;13
Morocco;🇪;9
Zambia;Chad;1
HongKong;Kazakhstan;2
Botswana;Sweden;4
Denmark;HongKong;6
Canada;Cuba;22
Nigeria;Poland;4
Indonesia;Vietnam;8
Greenland;Poland;7
Nepal;Pakistan;18
Yemen;Bangladesh;1
Israel;Serbia;11
SierraLeone;Tanzania;1
Guinea;Uganda;4
Qatar;Singapore;2
Thailand;Ukraine;18
Djibouti;Switzerland;7
Hungary;Turkey;27
Colombia;Gibraltar;2
Cameroon;Italy;7
Kenya;Hungary;16
IsleofMan;Peru;1
CzechRepublic;Japan;77
Afghanistan;Pakistan;1
Kazakhstan;Cambodia;1
UnitedKingdom;Portugal;260
Denmark;Pakistan;7
Colombia;SaudiArabia;10
EuropeanUnion;Japan;34
Belgium;Finland;81
Canada;Poland;97
India;Slovakia;47
BurkinaFaso;Honduras;5
Namibia;Lebanon;1
Georgia;Ukraine;1
SierraLeone;Liberia;1
Norway;Togo;6
Zimbabwe;Malawi;16
Tanzania;Morocco;1
Senegal;Lebanon;1
Romania;Uzbekistan;1
Bangladesh;Zambia;20
Lebanon;Brazil;5
BurkinaFaso;Philippines;5
Namibia;UnitedArabEmirates;1
Ukraine;Venezuela;7
Ukraine;Ireland;17
Malawi;Nigeria;13
India;Sudan;7
Bangladesh;Norway;10
Greece;Nepal;7
Congo-Kinshasa;Tanzania;7
EuropeanUnion;Kazakhstan;2
Italy;Malta;10
Denmark;SouthAfrica;58
Australia;Malaysia;48
Mozambique;Taiwan;2
Guinea;Jordan;1
Germany;Taiwan;57
Jamaica;Panama;5
Iran;Mexico;32
Chile;Yemen;3
Colombia;Egypt;20
Tanzania;Russia;4
CaymanIslands;Greece;14
Uganda;Jordan;1
PuertoRico;Thailand;14
Somalia;Sudan;6
Lithuania;Mexico;9
Slovakia;Uruguay;1
UnitedStates;Iran;94
UnitedStates;Iraq;21
Spain;Iraq;14
Israel;Turkey;26
Philippines;Myanmar;6
Ethiopia;Ghana;25
SouthAfrica;Bolivia;6
China;Hungary;101
Ecuador;Sudan;5
Liberia;China;7
Namibia;Chad;1
Kazakhstan;Malaysia;2
Luxembourg;Philippines;1
Mexico;Slovenia;18
Cuba;SierraLeone;5
Egypt;Kazakhstan;1
Bahrain;Taiwan;2
Italy;UnitedArabEmirates;4
Canada;Jamaica;6
Canada;Italy;188
Greece;Andorra;8
Romania;Spain;82
UnitedKingdom;Iraq;71
Kyrgyzstan;Indonesia;1
Pakistan;Uruguay;1
Algeria;Jordan;1
Azerbaijan;Laos;1
Lebanon;Serbia;5
Algeria;Laos;1
Serbia;Singapore;12
Malawi;Madagascar;5
Portugal;Monaco;5
UnitedStates;Jordan;21
France;Serbia;44
Cameroon;SierraLeone;5
Cuba;Ethiopia;5
Algeria;India;2
Iraq;Kyrgyzstan;1
HongKong;UnitedArabEmirates;4
Luxembourg;Thailand;18
Andorra;EuropeanUnion;3
Finland;HongKong;19
Germany;Netherlands;298
Denmark;Italy;121
Mali;Cambodia;1
Guinea;Algeria;1
Greece;Spain;218
Sweden;Zambia;7
Ireland;Bermuda;2
Cyprus;Myanmar;2
Australia;Thailand;31
China;Denmark;114
Estonia;France;55
Yemen;Ireland;2
Austria;Brunei;1
Ireland;Pakistan;12
IsleofMan;Mauritius;1
France;Seychelles;7
Malawi;SriLanka;13
Iraq;Belgium;10
Latvia;Lebanon;1
Bulgaria;Andorra;5
BurkinaFaso;France;10
Estonia;Iran;18
Chile;Mexico;70
Liberia;Argentina;6
UnitedKingdom;Ghana;28
Nicaragua;Malawi;9
Switzerland;Ireland;167
Germany;Malawi;6
Somalia;Russia;1
Vietnam;ElSalvador;5
Finland;Venezuela;21
UnitedKingdom;Gibraltar;3
France;Poland;163
Nepal;SintMaarten;4
Ireland;Qatar;3
CzechRepublic;UnitedStates;113
Singapore;Turkey;33
Algeria;🇸🇺;9
Greece;Slovakia;49
Lebanon;Philippines;2
Italy;NewZealand;132
Peru;Syria;5
Singapore;Azerbaijan;2
Colombia;ElSalvador;10
Mauritius;Myanmar;1
Ghana;Mongolia;1
Moldova;Zambia;6
Austria;Taiwan;43
China;Serbia;56
Tanzania;UnitedKingdom;18
ElSalvador;Ethiopia;5
Pakistan;SouthSudan;4
Mozambique;Azerbaijan;1
BurkinaFaso;Ireland;4
Ukraine;Israel;6
Cuba;India;18
BurkinaFaso;Poland;4
Myanmar;Finland;2
Monaco;Iraq;2
Ethiopia;Swaziland;6
Pakistan;Peru;10
IsleofMan;HongKong;3
Malawi;Philippines;18
Australia;UnitedArabEmirates;4
Côted’Ivoire;Philippines;1
Switzerland;Hungary;49
Bangladesh;Russia;22
Finland;Greece;104
UnitedStates;Andorra;6
Egypt;Pakistan;24
UnitedStates;Samoa;6
Greenland;Netherlands;7
SriLanka;Ukraine;1
Egypt;Afghanistan;1
Iceland;UnitedStates;10
France;Venezuela;31
SriLanka;Belgium;1
Nigeria;Colombia;15
China;France;341
Mexico;Paraguay;1
Iceland;Cyprus;2
France;CostaRica;8
Zimbabwe;Madagascar;5
Kenya;Iraq;1
Lebanon;Myanmar;1
Russia;PuertoRico;14
Tunisia;India;7
Singapore;Monaco;1
BurkinaFaso;Malawi;11
Bulgaria;Philippines;1
Yemen;Oman;7
Nepal;ElSalvador;10
Myanmar;NewZealand;1
Egypt;Mali;1
Jamaica;WesternSahara;2
China;Italy;337
Argentina;Mauritius;18
Australia;Israel;67
Turkey;SouthGeorgia&SouthSandwichIslands;8
Colombia;Japan;60
🇸🇺;🇾🇺;9
PitcairnIslands;Italy;4
Kuwait;Lithuania;1
UnitedKingdom;Philippines;22
Mali;Russia;1
Germany;Mexico;130
Norway;Portugal;57
Greece;Ukraine;20
Canada;Congo-Brazzaville;3
SriLanka;Uzbekistan;1
China;Poland;92
CzechRepublic;Greece;87
Liberia;Uzbekistan;1
Turkey;Uruguay;3
Mozambique;Indonesia;1
Portugal;Romania;44
Mexico;Kazakhstan;1
China;China;57
Kazakhstan;Israel;2
Cuba;Sweden;18
FalklandIslands;Israel;18
Kazakhstan;Austria;1
Iran;Eritrea;5
NewZealand;Luxembourg;34
Belgium;Portugal;114
Seychelles;Switzerland;7
Ghana;Indonesia;13
Zimbabwe;Somalia;9
Spain;UnitedKingdom;701
Namibia;Turkey;1
Portugal;CostaRica;10
IsleofMan;Greece;2
Chile;Slovenia;25
Greenland;Spain;1
Greece;Chad;17
Trinidad&Tobago;Zimbabwe;1
Switzerland;Algeria;9
Ecuador;SouthAfrica;1
Sudan;Kazakhstan;1
St.Vincent&Grenadines;Trinidad&Tobago;5
Senegal;Namibia;1
CzechRepublic;Germany;136
Japan;Venezuela;23
EuropeanUnion;Russia;9
Dominica;Australia;2
Romania;PuertoRico;14
China;Malawi;13
France;Tunisia;4
Ireland;Mauritius;35
UnitedStates;SouthSudan;5
Cuba;Egypt;18
Croatia;🇾🇺;9
HongKong;CostaRica;2
SaudiArabia;Slovakia;2
SierraLeone;Georgia;1
SaudiArabia;Sweden;7
Spain;PuertoRico;14
Netherlands;UnitedStates;210
Chile;India;85
Colombia;Lesotho;5
CzechRepublic;Ukraine;12
SaudiArabia;Ghana;1
Ecuador;SierraLeone;5
Morocco;Philippines;1
Nigeria;Kazakhstan;1
Iceland;Uruguay;1
Italy;Indonesia;43
Canada;PuertoRico;14
Peru;Ukraine;2
Nepal;SriLanka;14
Nicaragua;Pakistan;5
UnitedArabEmirates;Dominica;2
Romania;SouthAfrica;32
Greece;Estonia;10
Liberia;Chile;10
Iran;Bolivia;14
Namibia;Georgia;1
Iran;Uganda;6
Austria;Jordan;3
Argentina;Slovakia;11
Mali;Taiwan;2
EuropeanUnion;Norway;8
Mongolia;Myanmar;5
Guernsey;SouthAfrica;9
Azerbaijan;Barbados;1
Namibia;Russia;1
Spain;🇸🇺;9
Italy;Australia;194
Denmark;FaroeIslands;2
IsleofMan;Jersey;2
Poland;Qatar;5
SaudiArabia;Bangladesh;11
Germany;Barbados;5
Belgium;Iceland;8
Sudan;Algeria;1
Israel;Qatar;2
Liberia;Azerbaijan;1
Cuba;Honduras;5
Luxembourg;Sweden;38
Monaco;Norway;2
Israel;Portugal;60
Bahamas;Canada;7
Pakistan;Bahrain;2
UnitedKingdom;IsleofMan;2
Italy;Sweden;150
Malta;SouthKorea;1
FalklandIslands;Japan;21
Cuba;France;18
Kenya;SouthKorea;12
Pakistan;Iran;49
SouthKorea;Uruguay;16
IsleofMan;Kenya;1
Bulgaria;Cameroon;1
China;Sudan;14
Monaco;UnitedStates;9
Philippines;India;32
SouthSudan;Somalia;4
Paraguay;UnitedStates;8
Sweden;UnitedStates;221
Japan;Bangladesh;13
Samoa;Spain;6
Paraguay;Tanzania;1
Australia;Ecuador;18
ElSalvador;SierraLeone;5
Russia;FaroeIslands;2
Malta;Slovenia;7
Mexico;Portugal;70
Hungary;Chad;8
Côted’Ivoire;NewZealand;28
Vietnam;Singapore;29
Malta;Netherlands;13
NewZealand;Turkey;17
Iran;Oman;34
Cuba;Zimbabwe;5
Paraguay;Cambodia;1
Congo-Kinshasa;Sudan;1
Senegal;Azerbaijan;1
SaudiArabia;CostaRica;2
Singapore;Japan;29
Indonesia;Philippines;10
Bermuda;Cyprus;3
BurkinaFaso;SouthAfrica;10
Mexico;Nigeria;35
Estonia;Venezuela;18
Indonesia;Latvia;1
BurkinaFaso;Ghana;6
Netherlands;Sweden;114
India;SouthSudan;9
Brunei;Gibraltar;1
Ecuador;Mexico;25
Tajikistan;Ireland;4
Pakistan;Ecuador;4
Algeria;Indonesia;1
Jersey;Dominica;2
IsleofMan;Qatar;3
Serbia;Greece;35
Bulgaria;Israel;2
Senegal;Iraq;1
Belgium;Spain;124
Ecuador;Japan;1
Nicaragua;Myanmar;9
Zambia;Myanmar;5
Lebanon;Azerbaijan;1
UnitedArabEmirates;Cambodia;1
Brazil;China;236
Romania;Taiwan;14
Kazakhstan;Uzbekistan;1
Philippines;PalestinianTerritories;5
Côted’Ivoire;Turkey;14
Ghana;UnitedStates;17
Somalia;China;1
Australia;Greece;85
Yemen;Iraq;6
Egypt;Turkey;20
Brunei;India;4
Namibia;Cambodia;1
Qatar;Taiwan;2
Turkey;Indonesia;1
Sudan;Lebanon;1
Italy;Slovakia;36
Germany;Algeria;10
ElSalvador;Turkey;5
SouthAfrica;Sudan;14
Guinea;Iran;18
Guinea;Iraq;1
Finland;Taiwan;21
Cameroon;Tanzania;19
SouthAfrica;FaroeIslands;2
Sudan;Yemen;6
Dominica;Slovakia;2
Austria;Pakistan;9
Liberia;Sweden;6
Finland;France;144
UnitedStates;Portugal;171
France;Turkey;93
Indonesia;Djibouti;7
Kenya;Latvia;1
Bulgaria;Slovakia;7
NewZealand;Croatia;30
Switzerland;Iraq;7
Namibia;Yemen;1
Canada;Peru;11
Iceland;Ukraine;1
Uganda;Congo-Brazzaville;3
ElSalvador;Grenada;5
BurkinaFaso;Portugal;6
Brazil;Syria;1
Germany;🇪;9
Cuba;Peru;5
Malawi;Swaziland;6
Guinea;UnitedArabEmirates;1
Chile;UnitedStates;119
Germany;Peru;17
Croatia;France;42
Bahrain;Iran;3
Uzbekistan;India;1
Ireland;Brazil;150
Spain;Serbia;55
Italy;UnitedStates;337
Ecuador;Germany;19
Kazakhstan;Afghanistan;1
Syria;Yemen;5
UnitedKingdom;Andorra;8
Yemen;Uzbekistan;1
Iran;Philippines;6
Singapore;Iran;21
Slovenia;Tanzania;3
EuropeanUnion;Mongolia;2
Kenya;Kuwait;1
Russia;Turkey;63
Côted’Ivoire;Ukraine;1
Iraq;Georgia;1
Jersey;India;3
Kenya;Togo;6
Liberia;Spain;10
Cameroon;Zambia;24
Colombia;Ireland;31
China;Ecuador;1
Guinea;Lebanon;4
Norway;Slovenia;39
Nigeria;SouthKorea;20
St.Lucia;Italy;5
Paraguay;Kazakhstan;1
Senegal;Côted’Ivoire;1
Trinidad&Tobago;Singapore;15
Brazil;Peru;16
Luxembourg;Malaysia;2
Hungary;CostaRica;8
Tajikistan;PitcairnIslands;4
Brazil;Poland;85
Germany;Uruguay;42
UnitedStates;NorthKorea;7
Singapore;Uganda;1
CostaRica;Slovakia;2
UnitedKingdom;ElSalvador;5
Cameroon;Slovenia;2
Chile;Guinea;18
Cameroon;Cyprus;1
Oman;Oman;6
France;Austria;114
Israel;Congo-Kinshasa;3
Guinea;Israel;21
Croatia;Kenya;9
Chile;Cyprus;3
Australia;Togo;6
Qatar;Gibraltar;2
Greenland;Italy;7
Thailand;Zambia;1
UnitedArabEmirates;Monaco;2
Bulgaria;Ecuador;7
Cameroon;CzechRepublic;1
CzechRepublic;Taiwan;31
